"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02937V03552","Sector","UNIT","VALUE"
"NAQ06C01","GVA at Current Basic Prices","20133","2013Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33016"
"NAQ06C01","GVA at Current Basic Prices","20134","2013Q4","-","All sectors","Euro Million","43553"
"NAQ06C01","GVA at Current Basic Prices","20134","2013Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9856"
"NAQ06C01","GVA at Current Basic Prices","20134","2013Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33697"
"NAQ06C01","GVA at Current Basic Prices","20141","2014Q1","-","All sectors","Euro Million","44479"
"NAQ06C01","GVA at Current Basic Prices","20141","2014Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","10948"
"NAQ06C01","GVA at Current Basic Prices","20141","2014Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33532"
"NAQ06C01","GVA at Current Basic Prices","20142","2014Q2","-","All sectors","Euro Million","47276"
"NAQ06C01","GVA at Current Basic Prices","20142","2014Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","12260"
"NAQ06C01","GVA at Current Basic Prices","20142","2014Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","35016"
"NAQ06C01","GVA at Current Basic Prices","20143","2014Q3","-","All sectors","Euro Million","46516"
"NAQ06C01","GVA at Current Basic Prices","20143","2014Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","10262"
"NAQ06C01","GVA at Current Basic Prices","20143","2014Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36254"
"NAQ06C01","GVA at Current Basic Prices","20144","2014Q4","-","All sectors","Euro Million","47897"
"NAQ06C01","GVA at Current Basic Prices","20144","2014Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","11181"
"NAQ06C01","GVA at Current Basic Prices","20144","2014Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36716"
"NAQ06C01","GVA at Current Basic Prices","20151","2015Q1","-","All sectors","Euro Million","61540"
"NAQ06C01","GVA at Current Basic Prices","20151","2015Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","25365"
"NAQ06C01","GVA at Current Basic Prices","20151","2015Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36175"
"NAQ06C01","GVA at Current Basic Prices","20152","2015Q2","-","All sectors","Euro Million","62271"
"NAQ06C01","GVA at Current Basic Prices","20152","2015Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","24981"
"NAQ06C01","GVA at Current Basic Prices","20152","2015Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","37290"
"NAQ06C01","GVA at Current Basic Prices","20153","2015Q3","-","All sectors","Euro Million","63394"
"NAQ06C01","GVA at Current Basic Prices","20153","2015Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","24744"
"NAQ06C01","GVA at Current Basic Prices","20153","2015Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38650"
"NAQ06C01","GVA at Current Basic Prices","20154","2015Q4","-","All sectors","Euro Million","67458"
"NAQ06C01","GVA at Current Basic Prices","20154","2015Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","28360"
"NAQ06C01","GVA at Current Basic Prices","20154","2015Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39098"
"NAQ06C01","GVA at Current Basic Prices","20161","2016Q1","-","All sectors","Euro Million","61699"
"NAQ06C01","GVA at Current Basic Prices","20161","2016Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","23721"
"NAQ06C01","GVA at Current Basic Prices","20161","2016Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","37979"
"NAQ06C01","GVA at Current Basic Prices","20162","2016Q2","-","All sectors","Euro Million","61756"
"NAQ06C01","GVA at Current Basic Prices","20162","2016Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","22577"
"NAQ06C01","GVA at Current Basic Prices","20162","2016Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39178"
"NAQ06C01","GVA at Current Basic Prices","20163","2016Q3","-","All sectors","Euro Million","63470"
"NAQ06C01","GVA at Current Basic Prices","20163","2016Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","23505"
"NAQ06C01","GVA at Current Basic Prices","20163","2016Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39965"
"NAQ06C01","GVA at Current Basic Prices","20164","2016Q4","-","All sectors","Euro Million","70141"
"NAQ06C01","GVA at Current Basic Prices","20164","2016Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","30132"
"NAQ06C01","GVA at Current Basic Prices","20164","2016Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","40009"
"NAQ06C01","GVA at Current Basic Prices","20171","2017Q1","-","All sectors","Euro Million","68027"
"NAQ06C01","GVA at Current Basic Prices","20171","2017Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","26939"
"NAQ06C01","GVA at Current Basic Prices","20171","2017Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41088"
"NAQ06C01","GVA at Current Basic Prices","20172","2017Q2","-","All sectors","Euro Million","67269"
"NAQ06C01","GVA at Current Basic Prices","20172","2017Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","25032"
"NAQ06C01","GVA at Current Basic Prices","20172","2017Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42237"
"NAQ06C01","GVA at Current Basic Prices","20173","2017Q3","-","All sectors","Euro Million","72073"
"NAQ06C01","GVA at Current Basic Prices","20173","2017Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","28658"
"NAQ06C01","GVA at Current Basic Prices","20173","2017Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43415"
"NAQ06C01","GVA at Current Basic Prices","20174","2017Q4","-","All sectors","Euro Million","79344"
"NAQ06C01","GVA at Current Basic Prices","20174","2017Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","35111"
"NAQ06C01","GVA at Current Basic Prices","20174","2017Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44234"
"NAQ06C01","GVA at Current Basic Prices","20181","2018Q1","-","All sectors","Euro Million","74904"
"NAQ06C01","GVA at Current Basic Prices","20181","2018Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","32175"
"NAQ06C01","GVA at Current Basic Prices","20181","2018Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42729"
"NAQ06C01","GVA at Current Basic Prices","20182","2018Q2","-","All sectors","Euro Million","75572"
"NAQ06C01","GVA at Current Basic Prices","20182","2018Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","30715"
"NAQ06C01","GVA at Current Basic Prices","20182","2018Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44857"
"NAQ06C01","GVA at Current Basic Prices","20183","2018Q3","-","All sectors","Euro Million","80337"
"NAQ06C01","GVA at Current Basic Prices","20183","2018Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","34191"
"NAQ06C01","GVA at Current Basic Prices","20183","2018Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46146"
"NAQ06C01","GVA at Current Basic Prices","20184","2018Q4","-","All sectors","Euro Million","84255"
"NAQ06C01","GVA at Current Basic Prices","20184","2018Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","36685"
"NAQ06C01","GVA at Current Basic Prices","20184","2018Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47570"
"NAQ06C01","GVA at Current Basic Prices","20191","2019Q1","-","All sectors","Euro Million","81458"
"NAQ06C01","GVA at Current Basic Prices","20191","2019Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","35748"
"NAQ06C01","GVA at Current Basic Prices","20191","2019Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45710"
"NAQ06C01","GVA at Current Basic Prices","20192","2019Q2","-","All sectors","Euro Million","82309"
"NAQ06C01","GVA at Current Basic Prices","20192","2019Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","35626"
"NAQ06C01","GVA at Current Basic Prices","20192","2019Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46683"
"NAQ06C01","GVA at Current Basic Prices","20193","2019Q3","-","All sectors","Euro Million","86721"
"NAQ06C01","GVA at Current Basic Prices","20193","2019Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","38305"
"NAQ06C01","GVA at Current Basic Prices","20193","2019Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48416"
"NAQ06C01","GVA at Current Basic Prices","20194","2019Q4","-","All sectors","Euro Million","92562"
"NAQ06C01","GVA at Current Basic Prices","20194","2019Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","42278"
"NAQ06C01","GVA at Current Basic Prices","20194","2019Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","50284"
"NAQ06C01","GVA at Current Basic Prices","20201","2020Q1","-","All sectors","Euro Million","91159"
"NAQ06C01","GVA at Current Basic Prices","20201","2020Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","43628"
"NAQ06C01","GVA at Current Basic Prices","20201","2020Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47531"
"NAQ06C01","GVA at Current Basic Prices","20202","2020Q2","-","All sectors","Euro Million","81676"
"NAQ06C01","GVA at Current Basic Prices","20202","2020Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","40592"
"NAQ06C01","GVA at Current Basic Prices","20202","2020Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41083"
"NAQ06C01","GVA at Current Basic Prices","20203","2020Q3","-","All sectors","Euro Million","93624"
"NAQ06C01","GVA at Current Basic Prices","20203","2020Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","46853"
"NAQ06C01","GVA at Current Basic Prices","20203","2020Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46770"
"NAQ06C01","GVA at Current Basic Prices","20204","2020Q4","-","All sectors","Euro Million","92207"
"NAQ06C01","GVA at Current Basic Prices","20204","2020Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","43715"
"NAQ06C01","GVA at Current Basic Prices","20204","2020Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48492"
"NAQ06C01","GVA at Current Basic Prices","20211","2021Q1","-","All sectors","Euro Million","100728"
"NAQ06C01","GVA at Current Basic Prices","20211","2021Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","53580"
"NAQ06C01","GVA at Current Basic Prices","20211","2021Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47148"
"NAQ06C01","GVA at Current Basic Prices","20212","2021Q2","-","All sectors","Euro Million","100278"
"NAQ06C01","GVA at Current Basic Prices","20212","2021Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","50443"
"NAQ06C01","GVA at Current Basic Prices","20212","2021Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49835"
"NAQ06C01","GVA at Current Basic Prices","20213","2021Q3","-","All sectors","Euro Million","110129"
"NAQ06C01","GVA at Current Basic Prices","20213","2021Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","57630"
"NAQ06C01","GVA at Current Basic Prices","20213","2021Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","52499"
"NAQ06C01","GVA at Current Basic Prices","20214","2021Q4","-","All sectors","Euro Million","111508"
"NAQ06C01","GVA at Current Basic Prices","20214","2021Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","56132"
"NAQ06C01","GVA at Current Basic Prices","20214","2021Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","55376"
"NAQ06C01","GVA at Current Basic Prices","20221","2022Q1","-","All sectors","Euro Million","115553"
"NAQ06C01","GVA at Current Basic Prices","20221","2022Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","61414"
"NAQ06C01","GVA at Current Basic Prices","20221","2022Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","54139"
"NAQ06C01","GVA at Current Basic Prices","20222","2022Q2","-","All sectors","Euro Million","118682"
"NAQ06C01","GVA at Current Basic Prices","20222","2022Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","60802"
"NAQ06C01","GVA at Current Basic Prices","20222","2022Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","57879"
"NAQ06C01","GVA at Current Basic Prices","20223","2022Q3","-","All sectors","Euro Million","131253"
"NAQ06C01","GVA at Current Basic Prices","20223","2022Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","71538"
"NAQ06C01","GVA at Current Basic Prices","20223","2022Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","59715"
